Date,State/UnionTerritory,Cured,Deaths,Confirmed
8/14/2020,Manipur,2295,13,4112
8/14/2020,Meghalaya,547,6,1193
8/14/2020,Mizoram,343,0,649
8/14/2020,Nagaland,1139,8,3168
8/14/2020,Odisha,37901,314,52653
8/14/2020,Puducherry,3828,102,6680
8/14/2020,Punjab,17839,706,27936
8/14/2020,Rajasthan,41819,833,57414
8/14/2020,Sikkim,581,1,931
8/14/2020,Tamil Nadu,261459,5397,320355
8/14/2020,Telengana,64284,674,88396
8/14/2020,Tripura,5015,46,6767
8/14/2020,Uttarakhand,7014,143,11302
8/14/2020,Uttar Pradesh,88786,2280,140775
8/14/2020,West Bengal,78617,2259,107323
8/15/2020,Andaman and Nicobar Islands,1032,24,2186
8/15/2020,Andhra Pradesh,180703,2475,273085
8/15/2020,Arunachal Pradesh,1750,5,2607
8/15/2020,Assam,51693,175,74501
8/15/2020,Bihar,64930,442,98008
8/15/2020,Chandigarh,1091,28,1928
8/15/2020,Chhattisgarh,9857,130,14481
8/15/2020,Dadra and Nagar Haveli and Daman and Diu,1331,2,1797
8/15/2020,Delhi,135108,4178,150652
8/15/2020,Goa,7157,93,10970
8/15/2020,Gujarat,59538,2746,76480
8/15/2020,Haryana,38348,518,45614
8/15/2020,Himachal Pradesh,2551,19,3874
8/15/2020,Jammu and Kashmir,19942,520,27489
8/15/2020,Jharkhand,13515,224,21595
8/15/2020,Karnataka,128182,3717,211108
8/15/2020,Kerala,26992,139,41277
8/15/2020,Ladakh,1303,9,1879
8/15/2020,Madhya Pradesh,32405,1081,43414
8/15/2020,Maharashtra,401442,19427,572734
8/15/2020,Manipur,2360,13,4198
8/15/2020,Meghalaya,581,6,1228
8/15/2020,Mizoram,348,0,657
8/15/2020,Nagaland,1198,8,3322
8/15/2020,Odisha,39206,324,54630
8/15/2020,Puducherry,4009,106,6995
8/15/2020,Punjab,18328,731,29013
8/15/2020,Rajasthan,43897,846,58692
8/15/2020,Sikkim,623,1,1080
8/15/2020,Tamil Nadu,267015,5514,326245
8/15/2020,Telengana,66196,684,90259
8/15/2020,Tripura,5088,50,6934
8/15/2020,Uttarakhand,7502,147,11615
8/15/2020,Uttar Pradesh,92526,2335,145287
8/15/2020,West Bengal,81189,2319,110358
8/16/2020,Andaman and Nicobar Islands,1128,24,2306
8/16/2020,Andhra Pradesh,191117,2562,281817
8/16/2020,Arunachal Pradesh,1771,5,2658
8/16/2020,Assam,53286,182,75558
8/16/2020,Bihar,68510,450,101551
8/16/2020,Chandigarh,1118,28,2009
8/16/2020,Chhattisgarh,10046,134,14987
8/16/2020,Dadra and Nagar Haveli and Daman and Diu,1384,2,1843
8/16/2020,Delhi,136251,4188,151928
8/16/2020,Goa,7488,98,11339
8/16/2020,Gujarat,60553,2765,77559
8/16/2020,Haryana,38939,528,46410
8/16/2020,Himachal Pradesh,2632,19,3993
8/16/2020,Jammu and Kashmir,20676,527,28021
8/16/2020,Jharkhand,14024,228,22389
8/16/2020,Karnataka,134811,3831,219926
8/16/2020,Kerala,27795,146,42885
8/16/2020,Ladakh,1307,10,1909
8/16/2020,Madhya Pradesh,33353,1094,44433
8/16/2020,Maharashtra,408286,19749,584754
8/16/2020,Manipur,2438,13,4390
8/16/2020,Meghalaya,596,6,1292
8/16/2020,Mizoram,356,0,777
8/16/2020,Nagaland,1321,8,3340
8/16/2020,Odisha,40727,333,57126
8/16/2020,Puducherry,4224,106,7354
8/16/2020,Punjab,18863,771,30041
8/16/2020,Rajasthan,45254,862,59979
8/16/2020,Sikkim,661,1,1148
8/16/2020,Tamil Nadu,272251,5641,332105
8/16/2020,Telengana,68126,693,91361
8/16/2020,Tripura,5151,55,7061
8/16/2020,Uttarakhand,7748,151,11940
8/16/2020,Uttar Pradesh,96231,2393,150061
8/16/2020,West Bengal,83836,2377,113432
8/17/2020,Andaman and Nicobar Islands,1226,28,2399
8/17/2020,Andhra Pradesh,201234,2650,289829
8/17/2020,Arunachal Pradesh,1808,5,2701
8/17/2020,Assam,55215,189,76875
8/17/2020,Bihar,72324,461,103844
8/17/2020,Chandigarh,1137,29,2102
8/17/2020,Chhattisgarh,10235,141,15471
8/17/2020,Dadra and Nagar Haveli and Daman and Diu,1431,2,1878
8/17/2020,Delhi,137561,4196,152580
8/17/2020,Goa,7775,104,11639
8/17/2020,Gujarat,61512,2785,78680
8/17/2020,Haryana,39601,538,47153
8/17/2020,Himachal Pradesh,2720,19,4156
8/17/2020,Jammu and Kashmir,20943,542,28470
8/17/2020,Jharkhand,14699,244,23055
8/17/2020,Karnataka,141491,3947,226966
8/17/2020,Kerala,28894,156,44415
8/17/2020,Ladakh,1356,14,1948
8/17/2020,Madhya Pradesh,34038,1105,45455
8/17/2020,Maharashtra,417123,20037,595865
8/17/2020,Manipur,2632,16,4569
8/17/2020,Meghalaya,675,6,1374
8/17/2020,Mizoram,371,0,789
8/17/2020,Nagaland,1422,8,3394
8/17/2020,Odisha,42277,343,60050
8/17/2020,Puducherry,4443,110,7732
8/17/2020,Punjab,19431,812,31206
8/17/2020,Rajasthan,46604,876,61296
8/17/2020,Sikkim,673,1,1167
8/17/2020,Tamil Nadu,278270,5766,338055
8/17/2020,Telengana,70132,703,92255
8/17/2020,Tripura,5286,59,7204
8/17/2020,Uttarakhand,8100,152,12175
8/17/2020,Uttar Pradesh,100432,2449,154418
8/17/2020,West Bengal,86771,2428,116498
8/18/2020,Andaman and Nicobar Islands,1325,29,2445
8/18/2020,Andhra Pradesh,209100,2732,296609
8/18/2020,Arunachal Pradesh,1893,5,2741
8/18/2020,Assam,56734,197,79667
8/18/2020,Bihar,76452,468,106307
8/18/2020,Chandigarh,1183,30,2216
8/18/2020,Chhattisgarh,10598,150,16025
8/18/2020,Dadra and Nagar Haveli and Daman and Diu,1459,2,1908
8/18/2020,Delhi,138301,4214,153367
8/18/2020,Goa,8058,111,11994
8/18/2020,Gujarat,62595,2800,79710
8/18/2020,Haryana,40610,550,48040
8/18/2020,Himachal Pradesh,2834,19,4174
8/18/2020,Jammu and Kashmir,21296,548,28892
8/18/2020,Jharkhand,15051,250,23752
8/18/2020,Karnataka,148562,4062,233283
8/18/2020,Kerala,30025,169,46140
8/18/2020,Ladakh,1368,14,1966
8/18/2020,Madhya Pradesh,35025,1128,46385
8/18/2020,Maharashtra,428514,20265,604358
8/18/2020,Manipur,2734,17,4687
8/18/2020,Meghalaya,679,6,1418
8/18/2020,Mizoram,372,0,789
8/18/2020,Nagaland,1530,8,3455
8/18/2020,Odisha,43780,353,62294
8/18/2020,Puducherry,4627,114,8029
8/18/2020,Punjab,20180,863,32696
8/18/2020,Rajasthan,47654,887,62630
8/18/2020,Sikkim,701,1,1187
8/18/2020,Tamil Nadu,283937,5886,343945
8/18/2020,Telengana,72202,711,93937
8/18/2020,Tripura,5404,62,7409
8/18/2020,Uttarakhand,8485,158,12493
8/18/2020,Uttar Pradesh,104808,2515,158216
8/18/2020,West Bengal,89703,2473,119578
8/19/2020,Andaman and Nicobar Islands,1421,30,2529
8/19/2020,Andhra Pradesh,218311,2820,306261
8/19/2020,Arunachal Pradesh,1949,5,2875
8/19/2020,Assam,58294,203,82201
8/19/2020,Bihar,80330,476,109498
8/19/2020,Chandigarh,1243,30,2305
8/19/2020,Chhattisgarh,10847,158,16833
8/19/2020,Dadra and Nagar Haveli and Daman and Diu,1524,2,1951
8/19/2020,Delhi,139447,4226,154741
8/19/2020,Goa,8356,116,12333
8/19/2020,Gujarat,63703,2820,80802
8/19/2020,Haryana,41298,557,48936
8/19/2020,Himachal Pradesh,2923,19,4235
8/19/2020,Jammu and Kashmir,21886,561,29326
8/19/2020,Jharkhand,15507,262,24477
8/19/2020,Karnataka,156949,4201,240948
8/19/2020,Kerala,31390,175,47898
8/19/2020,Ladakh,1395,17,2010
8/19/2020,Madhya Pradesh,35713,1141,47375
8/19/2020,Maharashtra,437870,20687,615477
8/19/2020,Manipur,2789,18,4765
8/19/2020,Meghalaya,685,6,1457
8/19/2020,Mizoram,379,0,860
8/19/2020,Nagaland,1664,8,3520
8/19/2020,Odisha,45315,362,64533
8/19/2020,Puducherry,4909,123,8396
8/19/2020,Punjab,21762,898,34400
8/19/2020,Rajasthan,48960,898,63977
8/19/2020,Sikkim,755,2,1207
8/19/2020,Tamil Nadu,289787,6007,349654
8/19/2020,Telengana,73991,719,95700
8/19/2020,Tripura,5497,65,7645
8/19/2020,Uttarakhand,8724,164,12961
8/19/2020,Uttar Pradesh,109607,2585,162434
8/19/2020,West Bengal,92690,2528,122753
8/20/2020,Andaman and Nicobar Islands,1529,30,2604
8/20/2020,Andhra Pradesh,226372,2906,316003
8/20/2020,Arunachal Pradesh,2022,5,2950
8/20/2020,Assam,60348,213,84317
8/20/2020,Bihar,84404,487,112437
8/20/2020,Chandigarh,1351,31,2396
8/20/2020,Chhattisgarh,11185,161,17485
8/20/2020,Dadra and Nagar Haveli and Daman and Diu,1604,2,1995
8/20/2020,Delhi,140767,4235,156139
8/20/2020,Goa,8713,124,12675
8/20/2020,Gujarat,64823,2837,81942
8/20/2020,Haryana,42056,567,49930
8/20/2020,Himachal Pradesh,2992,19,4411
8/20/2020,Jammu and Kashmir,22497,572,30034
8/20/2020,Jharkhand,16175,277,26090
8/20/2020,Karnataka,164150,4327,249590
8/20/2020,Kerala,32607,182,50231
8/20/2020,Ladakh,1397,18,2048
8/20/2020,Madhya Pradesh,36475,1159,48351
8/20/2020,Maharashtra,446881,21033,628642
8/20/2020,Manipur,2885,18,4876
8/20/2020,Meghalaya,694,6,1506
8/20/2020,Mizoram,384,0,873
8/20/2020,Nagaland,1706,8,3558
8/20/2020,Odisha,46936,372,67122
8/20/2020,Puducherry,5312,129,8750
8/20/2020,Punjab,22703,921,36084
8/20/2020,Rajasthan,49963,910,65289
8/20/2020,Sikkim,789,3,1232
8/20/2020,Tamil Nadu,296171,6123,355449
8/20/2020,Telengana,75186,729,97424
8/20/2020,Tripura,5565,65,7835
8/20/2020,Uttarakhand,9132,178,13225
8/20/2020,Uttar Pradesh,115227,2638,167510
8/20/2020,West Bengal,95663,2581,125922
8/21/2020,Andaman and Nicobar Islands,1638,31,2680
8/21/2020,Andhra Pradesh,235218,3001,325396
8/21/2020,Arunachal Pradesh,2093,5,3066
8/21/2020,Assam,63120,221,86052
8/21/2020,Bihar,87660,492,114941
8/21/2020,Chandigarh,1390,31,2515
8/21/2020,Chhattisgarh,11739,168,18501
8/21/2020,Dadra and Nagar Haveli and Daman and Diu,1627,2,2030
8/21/2020,Delhi,141826,4257,157354
8/21/2020,Goa,9063,126,13099
8/21/2020,Gujarat,65946,2853,83107
8/21/2020,Haryana,42793,578,50926
8/21/2020,Himachal Pradesh,3085,23,4538
8/21/2020,Jammu and Kashmir,23225,578,30717
8/21/2020,Jharkhand,17057,286,26753
8/21/2020,Karnataka,170381,4429,256975
8/21/2020,Kerala,33824,191,52199
8/21/2020,Ladakh,1436,18,2077
8/21/2020,Madhya Pradesh,37540,1171,49493
8/21/2020,Maharashtra,459124,21359,643289
8/21/2020,Manipur,3002,18,4925
8/21/2020,Meghalaya,730,6,1661
8/21/2020,Mizoram,402,0,895
8/21/2020,Nagaland,1921,8,3583
8/21/2020,Odisha,48577,380,70020
8/21/2020,Puducherry,5634,137,9292
8/21/2020,Punjab,23037,957,37824
8/21/2020,Rajasthan,51190,921,66619
8/21/2020,Sikkim,827,3,1290
8/21/2020,Tamil Nadu,301913,6239,361435
8/21/2020,Telengana,76967,737,99391
8/21/2020,Tripura,5649,69,8091
8/21/2020,Uttarakhand,9433,187,13636
8/21/2020,Uttar Pradesh,121090,2733,172334
8/21/2020,West Bengal,98789,2634,129119
8/22/2020,Andaman and Nicobar Islands,1744,32,2747
8/22/2020,Andhra Pradesh,244045,3092,334940
8/22/2020,Arunachal Pradesh,2125,5,3126
8/22/2020,Assam,65596,227,87908
8/22/2020,Bihar,91552,498,117413
8/22/2020,Chandigarh,1426,33,2631
8/22/2020,Chhattisgarh,12022,180,19510
8/22/2020,Dadra and Nagar Haveli and Daman and Diu,1652,2,2082
8/22/2020,Delhi,142908,4270,158604
8/22/2020,Goa,9540,135,13484
8/22/2020,Gujarat,67267,2867,84311
8/22/2020,Haryana,43413,585,52129
8/22/2020,Himachal Pradesh,3234,25,4728
8/22/2020,Jammu and Kashmir,23805,593,31371
8/22/2020,Jharkhand,18372,297,28196
8/22/2020,Karnataka,176942,4522,264546
8/22/2020,Kerala,35243,203,54182
8/22/2020,Ladakh,1449,19,2133
8/22/2020,Madhya Pradesh,38527,1185,50640
8/22/2020,Maharashtra,470873,21698,657450
8/22/2020,Manipur,3261,20,5049
8/22/2020,Meghalaya,749,6,1718
8/22/2020,Mizoram,420,0,903
8/22/2020,Nagaland,2074,8,3619
8/22/2020,Odisha,50504,390,72718
8/22/2020,Puducherry,5934,143,9594
8/22/2020,Punjab,23893,991,39327
8/22/2020,Rajasthan,52496,933,67954
8/22/2020,Sikkim,834,3,1336
8/22/2020,Tamil Nadu,307677,6340,367430
8/22/2020,Telengana,78735,744,101865
8/22/2020,Tripura,6061,70,8371
8/22/2020,Uttarakhand,9676,192,14083
8/22/2020,Uttar Pradesh,126657,2797,177239
8/22/2020,West Bengal,101871,2689,132364
8/23/2020,Andaman and Nicobar Islands,1853,32,2808
8/23/2020,Andhra Pradesh,252638,3189,345216
8/23/2020,Arunachal Pradesh,2228,5,3223
8/23/2020,Assam,67641,234,89468
8/23/2020,Bihar,94858,503,119529
8/23/2020,Chandigarh,1471,33,2776
8/23/2020,Chhattisgarh,12394,189,20078
8/23/2020,Dadra and Nagar Haveli and Daman and Diu,1702,2,2120
8/23/2020,Delhi,144138,4284,160016
8/23/2020,Goa,10019,140,13790
8/23/2020,Gujarat,68243,2881,85523
8/23/2020,Haryana,44013,597,53290
8/23/2020,Himachal Pradesh,3341,29,4895
8/23/2020,Jammu and Kashmir,24398,608,31981
8/23/2020,Jharkhand,18507,308,28571
8/23/2020,Karnataka,184568,4615,271876
8/23/2020,Kerala,36535,218,56354
8/23/2020,Ladakh,1469,21,2210
8/23/2020,Madhya Pradesh,39399,1206,51866
8/23/2020,Maharashtra,480114,21995,671942
8/23/2020,Manipur,3455,22,5132
8/23/2020,Meghalaya,769,7,1811
8/23/2020,Mizoram,423,0,917
8/23/2020,Nagaland,2166,9,3635
8/23/2020,Odisha,52277,399,75537
8/23/2020,Puducherry,6307,151,10112
8/23/2020,Punjab,24302,1036,40643
8/23/2020,Rajasthan,54144,944,69264
8/23/2020,Sikkim,871,3,1381
8/23/2020,Tamil Nadu,313280,6420,373410
8/23/2020,Telengana,80586,755,104249
8/23/2020,Tripura,6182,72,8702
8/23/2020,Uttarakhand,10021,195,14566
8/23/2020,Uttar Pradesh,131295,2867,182453
8/23/2020,West Bengal,104959,2737,135596
8/24/2020,Andaman and Nicobar Islands,1963,33,2860
8/24/2020,Andhra Pradesh,260087,3282,353111
8/24/2020,Arunachal Pradesh,2297,5,3263
8/24/2020,Assam,70900,242,90740
8/24/2020,Bihar,98325,511,121947
8/24/2020,Chandigarh,1492,37,2918
8/24/2020,Chhattisgarh,12931,197,20918
8/24/2020,Dadra and Nagar Haveli and Daman and Diu,1753,2,2161
8/24/2020,Delhi,145388,4300,161466
8/24/2020,Goa,10472,144,13999
8/24/2020,Gujarat,69212,2895,86624
8/24/2020,Haryana,44822,603,54386
8/24/2020,Himachal Pradesh,3461,29,5001
8/24/2020,Jammu and Kashmir,24832,617,32647
8/24/2020,Jharkhand,19629,312,29677
8/24/2020,Karnataka,189564,4683,277814
8/24/2020,Kerala,37645,223,58262
8/24/2020,Ladakh,1491,23,2279
8/24/2020,Madhya Pradesh,40390,1229,53129
8/24/2020,Maharashtra,488271,22253,682383
8/24/2020,Manipur,3616,22,5246
8/24/2020,Meghalaya,776,8,1917
8/24/2020,Mizoram,459,0,918
8/24/2020,Nagaland,2294,9,3686
8/24/2020,Odisha,54406,409,78530
8/24/2020,Puducherry,6657,159,10522
8/24/2020,Punjab,26528,1086,41779
8/24/2020,Rajasthan,55324,955,70609
8/24/2020,Sikkim,871,3,1403
8/24/2020,Tamil Nadu,319327,6517,379385
8/24/2020,Telengana,82411,761,106091
8/24/2020,Tripura,6341,73,8902
8/24/2020,Uttarakhand,10480,200,15124
8/24/2020,Uttar Pradesh,135613,2926,187781
8/24/2020,West Bengal,108007,2794,138870
8/25/2020,Andaman and Nicobar Islands,2092,35,2904
8/25/2020,Andhra Pradesh,268828,3368,361712
8/25/2020,Arunachal Pradesh,2427,5,3312
8/25/2020,Assam,73090,252,92619
8/25/2020,Bihar,101292,514,123198
8/25/2020,Chandigarh,1646,37,3035
8/25/2020,Chhattisgarh,13424,206,22054
8/25/2020,Dadra and Nagar Haveli and Daman and Diu,1786,2,2181
8/25/2020,Delhi,146588,4313,162527
8/25/2020,Goa,10909,148,14138
8/25/2020,Gujarat,70231,2908,87691
8/25/2020,Haryana,45405,613,55460
8/25/2020,Himachal Pradesh,3584,29,5101
8/25/2020,Jammu and Kashmir,25205,624,33075
8/25/2020,Jharkhand,20870,330,31005
8/25/2020,Karnataka,197625,4810,283665
8/25/2020,Kerala,38883,234,59504
8/25/2020,Ladakh,1517,23,2330
8/25/2020,Madhya Pradesh,41231,1246,54421
8/25/2020,Maharashtra,502490,22465,693398
8/25/2020,Manipur,3714,22,5362
8/25/2020,Meghalaya,789,8,1976
8/25/2020,Mizoram,461,0,953
8/25/2020,Nagaland,2396,9,3714
8/25/2020,Odisha,56925,419,81479
8/25/2020,Puducherry,6942,164,10859
8/25/2020,Punjab,28357,1129,43284
8/25/2020,Rajasthan,56600,967,71955
8/25/2020,Sikkim,934,3,1446
8/25/2020,Tamil Nadu,325456,6614,385352
8/25/2020,Telengana,84163,770,108670
8/25/2020,Tripura,6414,78,9195
8/25/2020,Uttarakhand,10912,207,15529
8/25/2020,Uttar Pradesh,140107,2987,192382
8/25/2020,West Bengal,111292,2851,141837
8/26/2020,Andaman and Nicobar Islands,2231,37,2945
8/26/2020,Andhra Pradesh,278247,3460,371639
8/26/2020,Arunachal Pradesh,2508,5,3412
8/26/2020,Assam,74814,260,94592
8/26/2020,Bihar,104301,519,124536
8/26/2020,Chandigarh,1713,40,3209
8/26/2020,Chhattisgarh,13732,221,23341
8/26/2020,Dadra and Nagar Haveli and Daman and Diu,1820,2,2203
8/26/2020,Delhi,147743,4330,164071
8/26/2020,Goa,11224,157,14530
8/26/2020,Gujarat,71236,2928,88805
8/26/2020,Haryana,46496,623,56608
8/26/2020,Himachal Pradesh,3748,30,5154
8/26/2020,Jammu and Kashmir,25594,638,33776
8/26/2020,Jharkhand,21388,347,31973
8/26/2020,Karnataka,204439,4958,291826
8/26/2020,Kerala,40339,244,61879
8/26/2020,Ladakh,1549,24,2420
8/26/2020,Madhya Pradesh,42310,1265,55800
8/26/2020,Maharashtra,514790,22794,703823
8/26/2020,Manipur,3812,24,5444
8/26/2020,Meghalaya,832,8,2018
8/26/2020,Mizoram,464,0,967
8/26/2020,Nagaland,2611,9,3752
8/26/2020,Odisha,59470,428,84231
8/26/2020,Puducherry,7273,172,11426
8/26/2020,Punjab,29145,1178,44577
8/26/2020,Rajasthan,58126,980,73325
8/26/2020,Sikkim,1054,3,1475
8/26/2020,Tamil Nadu,332454,6721,391303
8/26/2020,Telengana,85223,780,111688
8/26/2020,Tripura,6574,83,9523
8/26/2020,Uttarakhand,11201,213,16014
8/26/2020,Uttar Pradesh,144754,3059,197388
8/26/2020,West Bengal,114543,2909,144801
8/27/2020,Andaman and Nicobar Islands,2309,41,2985
8/27/2020,Andhra Pradesh,286720,3541,382469
8/27/2020,Arunachal Pradesh,2563,5,3555
8/27/2020,Assam,76962,274,96771
8/27/2020,Bihar,106361,530,126714
8/27/2020,Chandigarh,1796,41,3376
8/27/2020,Chhattisgarh,14145,231,24550
8/27/2020,Dadra and Nagar Haveli and Daman and Diu,1862,2,2228
8/27/2020,Delhi,148897,4347,165764
8/27/2020,Goa,11511,165,15027
8/27/2020,Gujarat,72282,2945,89994
8/27/2020,Haryana,47613,634,58005
8/27/2020,Himachal Pradesh,3810,32,5321
8/27/2020,Jammu and Kashmir,26193,657,34480
8/27/2020,Jharkhand,22349,362,33046
8/27/2020,Karnataka,211688,5091,300406
8/27/2020,Kerala,41690,257,64355
8/27/2020,Ladakh,1580,25,2451
8/27/2020,Madhya Pradesh,43246,1282,56864
8/27/2020,Maharashtra,522427,23089,718711
8/27/2020,Manipur,3829,25,5585
8/27/2020,Meghalaya,874,8,2050
8/27/2020,Mizoram,473,0,967
8/27/2020,Nagaland,2611,9,3778
8/27/2020,Odisha,62813,441,87602
8/27/2020,Puducherry,7486,180,11930
8/27/2020,Punjab,30231,1219,46090
8/27/2020,Rajasthan,59579,992,74670
8/27/2020,Sikkim,1076,3,1486
8/27/2020,Tamil Nadu,338060,6839,397261
8/27/2020,Telengana,86095,788,114483
8/27/2020,Tripura,6697,85,9908
8/27/2020,Uttarakhand,11524,219,16549
8/27/2020,Uttar Pradesh,148562,3149,203028
8/27/2020,West Bengal,117857,2964,147775
8/28/2020,Andaman and Nicobar Islands,2374,42,3018
8/28/2020,Andhra Pradesh,295248,3633,393090
8/28/2020,Arunachal Pradesh,2621,5,3633
8/28/2020,Assam,79307,278,98807
8/28/2020,Bihar,109175,538,128780
8/28/2020,Chandigarh,1977,43,3564
8/28/2020,Chhattisgarh,14607,245,25988
8/28/2020,Dadra and Nagar Haveli and Daman and Diu,1916,2,2266
8/28/2020,Delhi,150027,4369,167604
8/28/2020,Goa,11867,171,15483
8/28/2020,Gujarat,73475,2962,91179
8/28/2020,Haryana,48690,646,59298
8/28/2020,Himachal Pradesh,4008,33,5501
8/28/2020,Jammu and Kashmir,26721,671,35135
8/28/2020,Jharkhand,22927,373,34396
8/28/2020,Karnataka,219554,5232,309792
8/28/2020,Kerala,43757,267,66761
8/28/2020,Ladakh,1640,27,2492
8/28/2020,Madhya Pradesh,44453,1306,58181
8/28/2020,Maharashtra,531563,23444,733568
8/28/2020,Manipur,3957,25,5725
8/28/2020,Meghalaya,899,8,2129
8/28/2020,Mizoram,500,0,974
8/28/2020,Nagaland,2735,9,3784
8/28/2020,Odisha,65323,448,90986
8/28/2020,Puducherry,7761,190,12434
8/28/2020,Punjab,30972,1256,47836
8/28/2020,Rajasthan,60585,1005,76015
8/28/2020,Sikkim,1151,3,1542
8/28/2020,Tamil Nadu,343930,6948,403242
8/28/2020,Telengana,87675,799,117415
8/28/2020,Tripura,6839,89,10414
8/28/2020,Uttarakhand,11775,228,17277
8/28/2020,Uttar Pradesh,152893,3217,208419
8/28/2020,West Bengal,121046,3017,150772
8/29/2020,Andaman and Nicobar Islands,2444,42,3050
8/29/2020,Andhra Pradesh,303711,3714,403616
8/29/2020,Arunachal Pradesh,2709,5,3745
8/29/2020,Assam,81070,286,101367
8/29/2020,Bihar,112452,558,131057
8/29/2020,Chandigarh,2107,45,3724
8/29/2020,Chhattisgarh,15109,251,27233
8/29/2020,Dadra and Nagar Haveli and Daman and Diu,1960,2,2290
8/29/2020,Delhi,151473,4389,169412
8/29/2020,Goa,12296,175,16006
8/29/2020,Gujarat,74525,2976,92452
8/29/2020,Haryana,49710,661,60596
8/29/2020,Himachal Pradesh,4149,33,5637
8/29/2020,Jammu and Kashmir,27372,678,35831
8/29/2020,Jharkhand,23850,381,35321
8/29/2020,Karnataka,227018,5368,318752
8/29/2020,Kerala,45854,274,69304
8/29/2020,Ladakh,1714,28,2540
8/29/2020,Madhya Pradesh,45396,1323,59433
8/29/2020,Maharashtra,543170,23775,747995
8/29/2020,Manipur,4057,27,5843
8/29/2020,Meghalaya,958,10,2240
8/29/2020,Mizoram,509,0,1003
8/29/2020,Nagaland,2850,9,3805
8/29/2020,Odisha,67826,456,94668
8/29/2020,Puducherry,8080,199,13024
8/29/2020,Punjab,33008,1307,49378
8/29/2020,Rajasthan,62033,1017,77370
8/29/2020,Sikkim,1184,3,1576
8/29/2020,Tamil Nadu,349682,7050,409238
8/29/2020,Telengana,89350,808,120166
8/29/2020,Tripura,7037,94,10857
8/29/2020,Uttarakhand,12124,239,17865
8/29/2020,Uttar Pradesh,157879,3294,213824
8/29/2020,West Bengal,124332,3073,153754
8/30/2020,Andaman and Nicobar Islands,2519,44,3081
8/30/2020,Andhra Pradesh,312687,3796,414164
8/30/2020,Arunachal Pradesh,2754,5,3877
8/30/2020,Assam,82510,289,103794
8/30/2020,Bihar,114772,561,133003
8/30/2020,Chandigarh,2248,45,3985
8/30/2020,Chhattisgarh,15818,262,28746
8/30/2020,Dadra and Nagar Haveli and Daman and Diu,1998,2,2306
8/30/2020,Delhi,152922,4404,171366
8/30/2020,Goa,12729,178,16553
8/30/2020,Gujarat,75636,2989,93734
8/30/2020,Haryana,50711,670,61987
8/30/2020,Himachal Pradesh,4308,34,5781
8/30/2020,Jammu and Kashmir,28020,685,36377
8/30/2020,Jharkhand,25103,397,36857
8/30/2020,Karnataka,235128,5483,327076
8/30/2020,Kerala,48079,280,71701
8/30/2020,Ladakh,1745,32,2603
8/30/2020,Madhya Pradesh,46413,1345,60875
8/30/2020,Maharashtra,554711,24103,764281
8/30/2020,Manipur,4186,28,5960
8/30/2020,Meghalaya,1035,10,2283
8/30/2020,Mizoram,584,0,1008
8/30/2020,Nagaland,2917,9,3851
8/30/2020,Odisha,70714,470,97920
8/30/2020,Puducherry,8511,211,13556
8/30/2020,Punjab,34091,1348,50848
8/30/2020,Rajasthan,62971,1030,78777
8/30/2020,Sikkim,1195,3,1602
8/30/2020,Tamil Nadu,355727,7137,415590
8/30/2020,Telengana,90988,818,123090
8/30/2020,Tripura,7232,98,11307
8/30/2020,Uttarakhand,12586,250,18571
8/30/2020,Uttar Pradesh,162741,3356,219457
8/30/2020,West Bengal,127644,3126,156766
8/31/2020,Andaman and Nicobar Islands,2586,45,3104
8/31/2020,Andhra Pradesh,321754,3884,424767
8/31/2020,Arunachal Pradesh,2822,7,4034
8/31/2020,Assam,83927,296,105774
8/31/2020,Bihar,117124,578,135035
8/31/2020,Chandigarh,2296,52,4155
8/31/2020,Chhattisgarh,16303,269,30092
8/31/2020,Dadra and Nagar Haveli and Daman and Diu,2042,2,2340
8/31/2020,Delhi,154171,4426,173390
8/31/2020,Goa,13186,183,17004
8/31/2020,Gujarat,76731,3006,95009
8/31/2020,Haryana,51620,682,63282
8/31/2020,Himachal Pradesh,4450,35,5945
8/31/2020,Jammu and Kashmir,28510,694,37163
8/31/2020,Jharkhand,26448,410,38435
8/31/2020,Karnataka,242229,5589,335928
8/31/2020,Kerala,49849,287,73855
8/31/2020,Ladakh,1757,34,2638
8/31/2020,Madhya Pradesh,47467,1374,62433
8/31/2020,Maharashtra,562401,24399,780689
8/31/2020,Manipur,4239,28,6112
8/31/2020,Meghalaya,1049,10,2343
8/31/2020,Mizoram,589,0,1011
8/31/2020,Nagaland,3026,9,3922
8/31/2020,Odisha,73233,482,100934
8/31/2020,Puducherry,8968,221,14127
8/31/2020,Punjab,35747,1404,52526
8/31/2020,Rajasthan,65093,1043,80227
8/31/2020,Sikkim,1220,3,1627
8/31/2020,Tamil Nadu,362133,7231,422085
8/31/2020,Telengana,92837,827,124963
8/31/2020,Tripura,7433,103,11644
8/31/2020,Uttarakhand,13066,257,19235
8/31/2020,Uttar Pradesh,167543,3423,225632
8/31/2020,West Bengal,130952,3176,159785
9/1/2020,Andaman and Nicobar Islands,2647,46,3132
9/1/2020,Andhra Pradesh,330526,3969,434771
9/1/2020,Arunachal Pradesh,2885,7,4112
9/1/2020,Assam,85461,306,109040
9/1/2020,Bihar,119540,582,136457
9/1/2020,Chandigarh,2431,56,4346
9/1/2020,Chhattisgarh,16989,277,31503
